timestamp,model,metric,value,notes
2026-09-05 14:40:10,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-05 14:40:12,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-05 14:44:33,Linear,Test_MSE,479969.52479461,
2026-09-05 14:44:48,Polynomial,Test_MSE,488638.42480169,
2026-09-05 14:44:56,Ridge,Test_MSE,498192.3387168,
2026-09-05 14:45:01,Lasso,Test_MSE,477340.89712888,
2026-09-05 14:45:21,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-05 14:45:44,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-05 14:45:47,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-05 14:48:04,Linear,Test_MSE,479969.52479461,
2026-09-05 14:48:19,Polynomial,Test_MSE,488638.42480169,
2026-09-05 14:48:24,Ridge,Test_MSE,498192.3387168,
2026-09-05 14:48:27,Lasso,Test_MSE,477340.89712888,
2026-09-05 14:48:38,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-05 14:48:50,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-05 14:48:51,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-05 16:05:56,Random Forest (Optimal),Test_MSE,492375.52928063,
2026-09-05 16:46:27,KNN (k=5),Misclassification_Rate,0.12910458,
2026-09-05 17:28:55,Linear,Test_MSE,479969.52479461,
2026-09-05 17:29:03,Polynomial,Test_MSE,488638.42480169,
2026-09-05 17:29:07,Ridge,Test_MSE,498192.3387168,
2026-09-05 17:29:11,Lasso,Test_MSE,477340.89712888,
2026-09-05 17:29:31,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-05 17:29:53,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-05 17:29:56,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-05 19:49:45,Random Forest (Optimal),Test_MSE,492375.52928063,
2026-09-05 20:54:24,Linear,Test_MSE,479969.52479461,
2026-09-05 20:54:34,Polynomial,Test_MSE,488638.42480169,
2026-09-05 20:54:42,Ridge,Test_MSE,498192.3387168,
2026-09-05 20:54:46,Lasso,Test_MSE,477340.89712888,
2026-09-05 20:55:05,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-05 20:55:25,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-05 20:55:27,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-05 22:29:31,Random Forest (Optimal),Test_MSE,492375.52928063,
2026-09-06 11:49:41,Linear,Test_MSE,479969.52479461,
2026-09-06 11:49:57,Polynomial,Test_MSE,488638.42480169,
2026-09-06 11:50:06,Ridge,Test_MSE,498192.3387168,
2026-09-06 11:50:11,Lasso,Test_MSE,477340.89712888,
2026-09-06 11:50:33,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 11:50:56,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 11:50:59,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 12:10:46,Linear,Test_MSE,479969.52479461,
2026-09-06 12:11:01,Polynomial,Test_MSE,488638.42480169,
2026-09-06 12:11:10,Ridge,Test_MSE,498192.3387168,
2026-09-06 12:11:15,Lasso,Test_MSE,477340.89712888,
2026-09-06 12:11:33,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 12:11:45,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 12:11:47,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 12:17:28,Linear,Test_MSE,479969.52479461,
2026-09-06 12:17:36,Polynomial,Test_MSE,488638.42480169,
2026-09-06 12:17:41,Ridge,Test_MSE,498192.3387168,
2026-09-06 12:17:44,Lasso,Test_MSE,477340.89712888,
2026-09-06 12:17:57,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 12:18:11,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 12:18:13,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 12:38:59,Linear,Test_MSE,479969.52479461,
2026-09-06 12:39:23,Polynomial,Test_MSE,488638.42480169,
2026-09-06 12:39:34,Ridge,Test_MSE,498192.3387168,
2026-09-06 12:39:39,Lasso,Test_MSE,477340.89712888,
2026-09-06 12:40:01,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 12:40:15,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 12:40:18,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 12:51:52,Linear,Test_MSE,479969.52479461,
2026-09-06 12:52:11,Polynomial,Test_MSE,488638.42480169,
2026-09-06 12:52:18,Ridge,Test_MSE,498192.3387168,
2026-09-06 12:52:22,Lasso,Test_MSE,477340.89712888,
2026-09-06 12:52:42,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 12:53:09,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 12:53:11,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:14:05,Linear,Test_MSE,479969.52479461,
2026-09-06 13:14:27,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:14:43,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:14:53,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:15:20,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:15:41,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:15:44,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:18:13,Linear,Test_MSE,479969.52479461,
2026-09-06 13:18:26,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:18:32,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:18:35,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:18:49,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:19:06,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:19:08,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:23:42,Linear,Test_MSE,479969.52479461,
2026-09-06 13:24:05,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:24:15,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:24:21,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:24:40,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:24:54,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:24:57,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:28:39,Linear,Test_MSE,479969.52479461,
2026-09-06 13:28:51,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:28:56,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:28:59,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:29:13,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:29:29,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:29:31,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:35:24,Linear,Test_MSE,479969.52479461,
2026-09-06 13:35:34,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:35:39,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:35:42,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:35:57,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:36:13,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:36:15,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:42:47,Linear,Test_MSE,479969.52479461,
2026-09-06 13:43:07,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:43:14,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:43:18,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:43:35,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:43:54,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:43:56,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:44:29,Linear,Test_MSE,479969.52479461,
2026-09-06 13:44:45,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:44:51,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:44:54,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:45:08,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:45:24,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:45:26,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 13:52:42,Linear,Test_MSE,479969.52479461,
2026-09-06 13:52:57,Polynomial,Test_MSE,488638.42480169,
2026-09-06 13:53:05,Ridge,Test_MSE,498192.3387168,
2026-09-06 13:53:09,Lasso,Test_MSE,477340.89712888,
2026-09-06 13:53:29,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 13:53:49,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 13:53:52,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 15:28:40,Linear,Test_MSE,479969.52479461,
2026-09-06 15:28:49,Polynomial,Test_MSE,488638.42480169,
2026-09-06 15:28:53,Ridge,Test_MSE,498192.3387168,
2026-09-06 15:28:56,Lasso,Test_MSE,477340.89712888,
2026-09-06 15:29:09,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 15:29:26,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 15:29:27,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 15:42:21,Linear,Test_MSE,479969.52479461,
2026-09-06 15:42:31,Polynomial,Test_MSE,488638.42480169,
2026-09-06 15:42:36,Ridge,Test_MSE,498192.3387168,
2026-09-06 15:42:38,Lasso,Test_MSE,477340.89712888,
2026-09-06 15:42:51,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 15:43:03,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 15:43:05,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 15:51:14,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 16:01:12,Linear,Test_MSE,479969.52479461,
2026-09-06 16:01:21,Polynomial,Test_MSE,488638.42480169,
2026-09-06 16:01:29,Ridge,Test_MSE,498192.3387168,
2026-09-06 16:01:33,Lasso,Test_MSE,477340.89712888,
2026-09-06 16:01:46,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 16:01:58,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 16:02:00,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 16:07:14,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 16:25:22,Linear,Test_MSE,479969.52479461,
2026-09-06 16:25:30,Polynomial,Test_MSE,488638.42480169,
2026-09-06 16:25:37,Ridge,Test_MSE,498192.3387168,
2026-09-06 16:25:40,Lasso,Test_MSE,477340.89712888,
2026-09-06 16:25:52,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 16:26:05,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 16:26:07,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 16:32:35,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 17:17:48,Linear,Test_MSE,479969.52479461,
2026-09-06 17:18:04,Polynomial,Test_MSE,488638.42480169,
2026-09-06 17:18:12,Ridge,Test_MSE,498192.3387168,
2026-09-06 17:18:17,Lasso,Test_MSE,477340.89712888,
2026-09-06 17:18:36,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 17:18:56,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 17:18:59,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 17:29:06,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 17:35:30,Linear,Test_MSE,479969.52479461,
2026-09-06 17:35:43,Polynomial,Test_MSE,488638.42480169,
2026-09-06 17:35:51,Ridge,Test_MSE,498192.3387168,
2026-09-06 17:35:55,Lasso,Test_MSE,477340.89712888,
2026-09-06 17:36:16,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 17:36:38,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 17:36:41,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 17:47:20,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 19:12:44,Linear,Test_MSE,479969.52479461,
2026-09-06 19:12:59,Polynomial,Test_MSE,488638.42480169,
2026-09-06 19:13:06,Ridge,Test_MSE,498192.3387168,
2026-09-06 19:13:10,Lasso,Test_MSE,477340.89712888,
2026-09-06 19:13:29,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 19:13:49,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 19:13:51,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 19:22:05,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 19:49:12,Linear,Test_MSE,479969.52479461,
2026-09-06 19:49:24,Polynomial,Test_MSE,488638.42480169,
2026-09-06 19:49:34,Ridge,Test_MSE,498192.3387168,
2026-09-06 19:49:38,Lasso,Test_MSE,477340.89712888,
2026-09-06 19:49:58,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 19:50:14,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 19:50:16,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 19:55:23,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 21:18:55,Linear,Test_MSE,479969.52479461,
2026-09-06 21:19:03,Polynomial,Test_MSE,488638.42480169,
2026-09-06 21:19:08,Ridge,Test_MSE,498192.3387168,
2026-09-06 21:19:10,Lasso,Test_MSE,477340.89712888,
2026-09-06 21:19:22,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 21:19:34,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 21:19:35,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 21:24:37,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-06 23:13:55,Linear,Test_MSE,479969.52479461,
2026-09-06 23:14:09,Polynomial,Test_MSE,488638.42480169,
2026-09-06 23:14:17,Ridge,Test_MSE,498192.3387168,
2026-09-06 23:14:21,Lasso,Test_MSE,477340.89712888,
2026-09-06 23:14:32,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-06 23:14:45,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-06 23:14:47,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-06 23:20:14,Random Forest (Optimal),Test_MSE,13657.54385549,
2026-09-07 00:26:30,Linear,Test_MSE,479969.52479461,
2026-09-07 00:26:48,Polynomial,Test_MSE,488638.42480169,
2026-09-07 00:26:58,Ridge,Test_MSE,498192.3387168,
2026-09-07 00:27:03,Lasso,Test_MSE,477340.89712888,
2026-09-07 00:27:25,PCR,Test_MSE,498191.83015583,ncomp = 1
2026-09-07 00:27:48,PLS,Test_MSE,493086.10913687,ncomp = 1
2026-09-07 00:27:51,Regression Tree (Pruned),Test_MSE,33197.15540734,
2026-09-07 00:38:11,Random Forest (Optimal),Test_MSE,13657.54385549,
